MBLU,Block,Lot,Unit,Location,Usrfld_82_Desc
    124,     77,      0,       ,22 WHITEWOOD RD,Oil
    124,     78,      0,       ,23 CYPRESS RD,Oil
    124,     79,      0,       ,27 CYPRESS RD,Oil
    125,      1,      0,       ,29 LOST LAKE DR,Oil
    125,      2,      0,       ,39 LOST LAKE DR,Oil
    125,      3,      0,       ,65 LOST LAKE DR,Oil
    125,      5,      0,       ,75 LOST LAKE DR,Oil
    125,      6,      0,       ,LOWELL RD,Gas
    125,      9,      0,       ,89 LOST LAKE DR,Oil
    125,     12,      0,       ,95 BEECHER RD,Oil
    125,     13,      0,       ,103 LOST LAKE DR,Gas
    125,     15,      0,       ,105 LOST LAKE DR ,Electric
    125,     17,      0,       ,15 CHESTNUT RD,Oil
    125,     19,      0,       ,10 CHESTNUT RD,Oil
    125,     20,      0,       ,4-6 CHESTNUT RD #A&B,Oil
    125,     22,      0,       ,7 HAZEL RD,Oil
    125,     23,      0,       ,9 HAZEL RD,Oil
    125,     24,      0,       ,21 HAZEL RD,Oil
    125,     25,      0,       ,22 HAZEL RD,Gas
    125,     26,      0,       ,8 HAZEL RD,Oil
    125,     27,      0,       ,2 HAZEL RD,Oil
    125,     29,      0,       ,123 LOST LAKE DR,Oil
    125,     30,      0,       ,127 LOST LAKE DR,Electric
    125,     31,      0,       ,25 SKINNERS LN,Oil
    125,     33,      0,       ,28 SKINNERS LN,Oil
    125,     35,      0,       ,12 SKINNERS LN,Oil
    125,     36,      0,       ,8 SKINNERS LN,Oil
    125,     41,      0,       ,19 SPRUCE RD,Oil
    125,     42,      0,       ,23 SPRUCE RD,Oil
    125,     43,      0,       ,29 SPRUCE RD,Oil
    125,     45,      0,       ,26 SPRUCE RD,Gas
    125,     46,      0,       ,14 SPRUCE RD,Oil
    125,     47,      0,       ,10 SPRUCE RD,Oil
    125,     48,      0,       ,145 LOST LAKE DR,Oil
    125,     49,      0,       ,7 HEMLOCK RD,Oil
    125,     50,      0,       ,13 HEMLOCK RD ,Oil
    125,     51,      0,       ,15 HEMLOCK RD,Oil
    125,     53,      0,       ,25 HEMLOCK RD ,Oil
    125,     57,      0,       ,30 HEMLOCK RD ,Electric
    125,     58,      0,       ,24 HEMLOCK RD,Electric
    125,     59,      0,       ,16 HEMLOCK RD,Oil
    125,     60,      0,       ,14 HEMLOCK RD ,Oil
    125,     61,      0,       ,12 HEMLOCK RD,Oil
    125,     63,      0,       ,159 LOST LAKE DR,Oil
    125,     64,      0,       ,7 FIR RD,Oil
    125,     65,      0,       ,15 FIR RD,Oil
    125,     69,      0,       ,25 FIR RD,Gas
    125,     70,      0,       ,31 FIR RD,Oil
    125,     71,      0,       ,28 FIR RD,Oil
    125,     73,      0,       ,24 FIR RD,Oil
    125,     76,      0,       ,14 FIR RD,Oil
    125,     79,      0,       ,FIR RD,Coal or Wood
    125,     81,      0,       ,4 FIR RD,Oil
    125,     82,      0,       ,175 LOST LAKE DR,Oil
    125,     85,      0,       ,194 LOST LAKE DR,Gas
    125,     87,      0,       ,10 INDIAN RD,Oil
    125,     88,      0,       ,186 LOST LAKE DR,Electric
    125,     89,      0,       ,9 WHITEWOOD RD,Oil
    125,     90,      0,       ,11 WHITEWOOD RD ,Oil
    125,     91,      0,       ,14 WHITEWOOD RD,Oil
    125,     93,      0,       ,176 LOST LAKE DR,Oil
    125,     94,      0,       ,174 LOST LAKE DR,Oil
    125,     95,      0,       ,5 CYPRESS RD,Oil
    125,     97,      0,       ,9 CYPRESS RD,Gas
    125,     98,      0,       ,11 CYPRESS RD,Oil
    125,     99,      0,       ,19 CYPRESS RD,Oil
    125,    100,      0,       ,20 CYPRESS RD,Oil
    125,    102,      0,       ,14 CYPRESS RD,Gas
    125,    103,      0,       ,12 CYPRESS RD,Oil
    125,    104,      0,       ,10 CYPRESS RD,Gas
    125,    107,      0,       ,158 LOST LAKE DR,Oil
    125,    109,      0,       ,15 RHODENDA RD,Oil
    125,    111,      0,       ,11 RHODENDA RD,Oil
    125,    113,      0,       ,148 LOST LAKE DR,Oil
    125,    114,      0,       ,144 LOST LAKE DR,Oil
    125,    117,      0,       ,9 LOOMIS LN,Gas
    125,    119,      0,       ,8 LOOMIS LN ,Oil
    125,    120,      0,       ,136 LOST LAKE DR,Oil
    125,    122,      0,       ,120 LOST LAKE DR,Gas
    125,    123,      0,       ,124 LOST LAKE DR,Oil
    125,    125,      0,       ,114 LOST LAKE DR,Oil
    125,    126,      0,       ,9 CHESTNUT RD,Electric
    125,    130,      0,       ,5 CHESTNUT RD,Oil
    125,    131,      0,       ,104 LOST LAKE DR,Oil
    125,    132,      0,       ,100 LOST LAKE DR,Oil
    125,    133,      0,       ,9 BEECHER RD,Oil
    125,    135,      0,       ,8 BEECHER RD ,Oil
    125,    137,      0,       ,84 LOST LAKE DR,Oil
    125,    138,      0,       ,64 LOST LAKE DR,Electric
    125,    139,      0,       ,7 OTTER LN,Oil
    125,    140,      0,       ,11 OTTER LN,Oil
    125,    141,      0,       ,17 OTTER LN,Oil
    125,    142,      0,       ,19 OTTER LN,Oil
    125,    143,      0,       ,20 OTTER LN,Oil
    125,    144,      0,       ,18 OTTER LN,Oil
    125,    145,      0,       ,16 OTTER LN,Oil
    125,    146,      0,       ,12 OTTER LN,Oil
    125,    147,      0,       ,8 OTTER LN,Oil
    125,    148,      0,       ,40 LOST LAKE DR,Oil
    125,    149,      0,       ,30 LOST LAKE DR,Oil
    126,      1,      0,       ,48 HEMLOCK PARK DR ,Oil
    126,      2,      0,       ,503 LOWELL RD,Oil
    126,      3,      0,       ,523 LOWELL RD,Oil
    126,      4,      0,       ,533 LOWELL RD,Oil
    126,      5,      0,       ,35 BADDACOOK POND RD,Oil
    126,      9,      0,       ,32 BADDACOOK POND RD,Oil
    126,     10,      0,       ,26 BADDACOOK POND RD ,Oil
    126,     12,      0,       ,577 LOWELL RD,Oil
    126,     14,      0,       ,583 LOWELL RD ,Oil
    126,     15,      0,       ,601 LOWELL RD ,Oil
    126,     17,      0,       ,15 ALLENS TRL,Oil
    126,     18,      0,       ,19 ALLENS TRL ,Oil
    126,     19,      0,       ,29 ALLENS TRL,Oil
    126,     22,      0,       ,37 ALLENS TRL,Oil
    126,     23,      0,       ,47 ALLENS TRL,Oil
    126,     24,      0,       ,49 ALLENS TRL,Oil
    126,     25,      0,       ,51 ALLENS TRL,Oil
    126,     26,      0,       ,55 ALLENS TRL,Oil
    126,     27,      0,       ,52 ALLENS TRL,Oil
    126,     29,      0,       ,48 ALLENS TRL,Oil
    126,     30,      0,       ,40 ALLENS TRL,Oil
    126,     31,      0,       ,30 ALLENS TRL,Oil
    126,     32,      0,       ,22 ALLENS TRL ,Gas
    126,     35,      0,       ,594 LOWELL RD,Oil
    126,     36,      0,       ,582 LOWELL RD,Oil
    126,     37,      0,       ,578 LOWELL RD,Oil
    126,     38,      0,       ,568 LOWELL RD,Gas
    126,     39,      0,       ,556 LOWELL RD,Electric
    126,     40,      0,       ,552 LOWELL RD ,Oil
    126,     41,      0,       ,538 LOWELL RD,Oil
    126,     42,      0,       ,530 LOWELL RD,Oil
    126,     43,      0,       ,516 LOWELL RD,Oil
    126,     44,      0,       ,508 LOWELL RD,Oil
    127,      1,      0,       ,37 BURNTMEADOW RD,Gas
    127,      2,      0,       ,56 BURNTMEADOW RD,Gas
    127,      3,      0,       ,48 BURNTMEADOW RD,Oil
    127,      4,      0,       ,36 BURNTMEADOW RD,Oil
    127,      5,      0,       ,30 BURNTMEADOW RD,Oil
    127,      6,      0,       ,22 BURNTMEADOW RD,Oil
    127,      7,      0,       ,715 LOWELL RD,Oil
    127,      8,      0,       ,717 LOWELL RD,Oil
    127,      9,      0,       ,747 LOWELL RD ,Oil
    127,      9,      0,       ,747 LOWELL RD ,Oil
    127,     11,      0,       ,751 LOWELL RD,Oil
    127,     13,      0,       ,3 FAWN TERRACE LN,Oil
    127,     14,      0,       ,5 FAWN TERRACE LN ,Oil
    127,     15,      0,       ,9 FAWN TERRACE LN,Oil
    127,     16,      0,       ,17 FAWN TERRACE LN,Oil
    127,     17,      0,       ,23 FAWN TERRACE LN,Oil
    127,     18,      0,       ,31 FAWN TERRACE LN,Oil
    127,     19,      0,       ,37 FAWN TERRACE LN,Oil
    127,     20,      0,       ,43 FAWN TERRACE LN,Oil
    127,     21,      0,       ,73 DEERFIELD DR,Oil
    127,     22,      0,       ,77 DEERFIELD DR,Oil
    127,     23,      0,       ,3 ALLISON PARK,Oil
    127,     24,      0,       ,5 ALLISON PARK,Oil
    127,     25,      0,       ,6 ALLISON PARK,Oil
    127,     26,      0,       ,4 ALLISON PARK,Oil
    127,     27,      0,       ,2 ALLISON PARK,Oil
    127,     28,      0,       ,78 DEERFIELD DR ,Oil
    127,     29,      0,       ,76 DEERFIELD DR,Oil
    127,     30,      0,       ,72 DEERFIELD DR,Oil
    127,     31,      0,       ,36 FAWN TERRACE LN,Oil
    127,     32,      0,       ,18 FAWN TERRACE LN,Oil
    127,     34,      0,       ,4 FAWN TERRACE LN,Oil
    127,     35,      0,       ,39 DEERFIELD DR,Oil
    127,     37,      0,       ,38 DEERFIELD DR,Oil
    127,     38,      0,       ,28 DEERFIELD DR,Oil
    127,     39,      0,       ,12 DEERFIELD DR,Oil
    127,     42,      0,       ,798 LOWELL RD ,Oil
    127,     43,      0,       ,794 LOWELL RD,Oil
    127,     44,      0,       ,790 LOWELL RD,Electric
    127,     45,      0,       ,736 LOWELL RD ,Oil
    127,     46,      0,       ,738 LOWELL RD,Oil
    127,     47,      0,       ,716 LOWELL RD,Oil
    127,     48,      0,       ,666 LOWELL RD,Gas
    128,      1,      0,       ,819 LOWELL RD,Oil
    128,      2,      0,       ,841 LOWELL RD,Oil
    128,      3,      0,       ,836 LOWELL RD,Oil
    128,      5,      0,       ,808 LOWELL RD,Oil
    128,      8,      0,       ,49 VALLEY RD,Electric
    128,     10,      0,       ,60 VALLEY RD,Coal or Wood
    128,     12,      0,       ,50 VALLEY RD,Gas
    129,      2,      0,       ,241 LOST LAKE DR,Oil
    129,      7,      0,       ,243 LOST LAKE DR,Oil
    129,      7,      0,       ,243 LOST LAKE DR,Oil
    129,      8,      0,       ,245 LOST LAKE DR,Oil
    129,      9,      0,       ,265 LOST LAKE DR,Oil
    129,     10,      0,       ,271 LOST LAKE DR,Oil
    129,     14,      0,       ,277 LOST LAKE DR,Oil
    129,     17,      0,       ,5 RIDGE RD,Oil
    129,     26,      0,       ,53 VALLEY RD,Oil
    129,     29,      0,       ,36 GEORGIA RD ,Oil
    129,     32,      0,       ,9 VALLEY RD,Gas
    129,     33,      0,       ,13 VALLEY RD,Oil
    129,     34,      0,       ,21 VALLEY RD,Oil
    129,     35,      0,       ,9 GEORGIA RD ,Coal or Wood
    129,     38,      0,       ,14 VALLEY RD,Coal or Wood
    129,     39,      0,       ,8 VALLEY RD,Oil
    129,     40,      0,       ,4 VALLEY RD,Coal or Wood
    129,     44,      0,       ,315 LOST LAKE DR,Gas
    129,     50,      0,       ,17 WHITNEY POND RD,Oil
    129,     53,      0,       ,23 WHITNEY POND RD,Gas
    129,     54,      0,       ,25 WHITNEY POND RD,Gas
    129,     56,      0,       ,27 WHITNEY POND RD,Gas
    129,     58,      0,       ,35 WHITNEY POND RD,Electric
    129,     61,      0,       ,22 WHITNEY POND RD,Coal or Wood
    129,     64,      0,       ,14 WHITNEY POND RD,Coal or Wood
    129,     68,      0,       ,20 WHITNEY POND RD,Gas
    129,     70,      0,       ,19 LONE LN,Oil
    129,     75,      0,       ,2 LONG COPE RD #A-B,Oil
    129,     84,      0,       ,28 LONE LN #A-B,Oil
    129,     90,      0,       ,8 LONE LN ,Oil
    129,     92,      0,       ,4 LONE LN,Gas
    129,     93,      0,       ,333 LOST LAKE DR,Oil
    129,    109,      0,       ,365 LOST LAKE DR,Oil
    129,    111,      0,       ,409 LOST LAKE DR,Oil
    129,    112,      0,       ,11 PINE TRL,Oil
    129,    116,      0,       ,374 LOST LAKE DR,Oil
    129,    118,      0,       ,31 PINE TRL,Oil
    129,    119,      0,       ,35 PINE TRL,Oil
    129,    124,      0,       ,18 PINE TRL,Oil
    129,    126,      0,       ,8 PINE TRL,Oil
    129,    128,      0,       ,17 MOUNTAIN LAKES TRL ,Oil
    129,    129,      0,       ,21 MOUNTAIN LAKES TRL ,Gas
    129,    130,      0,       ,29 MOUNTAIN LAKES TRL ,Oil
    129,    131,      0,       ,39 MOUNTAIN LAKES TRL ,Oil
    129,    132,      0,       ,41 MOUNTAIN LAKES TRL ,Oil
    129,    136,      0,       ,52 MOUNTAIN LAKES TRL ,Electric
    129,    139,      0,       ,48 MOUNTAIN LAKES TRL ,Oil
    129,    140,      0,       ,46 MOUNTAIN LAKES TRL ,Oil
    129,    141,      0,       ,40 MOUNTAIN LAKES TRL ,Gas
    129,    142,      0,       ,38 MOUNTAIN LAKES TRL ,Oil
    129,    145,      0,       ,36 MOUNTAIN LAKES TRL ,Oil
    129,    146,      0,       ,28 MOUNTAIN LAKES TRL ,Gas
    129,    147,      0,       ,22 MOUNTAIN LAKES TRL ,Oil
    129,    149,      0,       ,16 MOUNTAIN LAKES TRL ,Oil
    129,    150,      0,       ,10 MOUNTAIN LAKES TRL ,Gas
    129,    151,      0,       ,8 MOUNTAIN LAKES TRL ,Oil
    129,    153,      0,       ,6 MOUNTAIN LAKES TRL ,Oil
    129,    155,      0,       ,338 LOST LAKE DR,Oil
    129,    156,      0,       ,330 LOST LAKE DR,Oil
    129,    157,      0,       ,302 LOST LAKE DR,Oil
    129,    158,      0,       ,5 BABY BEACH RD,Coal or Wood
    129,    159,      0,       ,7 BABY BEACH RD,Gas
    129,    163,      0,       ,19 BABY BEACH RD ,Gas
    129,    166,      0,       ,29 BABY BEACH RD,Oil
    129,    168,      0,       ,34 BABY BEACH RD ,Gas
    129,    169,      0,       ,30 BABY BEACH RD,Electric
    129,    179,      0,       ,25 ROSS RD,Oil
    129,    183,      0,       ,1 BOATHOUSE RD,Gas
    129,    184,      0,       ,7 BOATHOUSE RD,Gas
    129,    185,      0,       ,11 BOATHOUSE RD,Gas
    129,    190,      0,       ,29 BOATHOUSE RD,Oil
    129,    191,      0,       ,37 BOATHOUSE RD ,Gas
    129,    196,      0,       ,47 BOATHOUSE RD,Gas
    129,    197,      0,       ,49 BOATHOUSE RD,Coal or Wood
    129,    199,      0,       ,63 BOATHOUSE RD,Coal or Wood
    129,    201,      0,       ,65 BOATHOUSE RD,Oil
    129,    202,      0,       ,67 BOATHOUSE RD,Oil
    129,    204,      0,       ,69 BOATHOUSE RD,Oil
    129,    205,      0,       ,77 BOATHOUSE RD,Gas
    129,    208,      0,       ,85 BOATHOUSE RD,Oil
    129,    209,      0,       ,89 BOATHOUSE RD,Gas
    129,    210,      0,       ,91 BOATHOUSE RD,Coal or Wood
    129,    211,      0,       ,88 BOATHOUSE RD,Coal or Wood
    129,    214,      0,       ,72 BOATHOUSE RD ,Coal or Wood
    129,    225,      0,       ,28 BOATHOUSE RD,Gas
    129,    227,      0,       ,14 BOATHOUSE RD,Oil
    129,    229,      0,       ,6 BOATHOUSE RD,Oil
    129,    230,      0,       ,288 LOST LAKE DR ,Oil
    129,    232,      0,       ,5A BALSAM WALK ,Electric
    129,    233,      0,       ,11 BALSAM WALK,Oil
    129,    234,      0,       ,19 BALSAM WALK,Oil
    129,    236,      0,       ,14 BALSAM WALK,Oil
    129,    240,      0,       ,242 LOST LAKE DR,Oil
    129,    241,      0,       ,7 ARROW TRL,Oil
    129,    242,      0,       ,15 ARROW TRL,Oil
    129,    243,      0,       ,27 ARROW TRL,Oil
    129,    244,      0,       ,29 ARROW TRL ,Oil
    129,    251,      0,       ,50 ARROW TRL,Gas
    129,    252,      0,       ,46 ARROW TRL,Coal or Wood
    129,    258,      0,       ,40 ARROW TRL,Gas
    129,    260,      0,       ,34 ARROW TRL,Gas
    129,    261,      0,       ,30 ARROW TRL,Gas
    129,    264,      0,       ,22 ARROW TRL,Oil
    129,    265,      0,       ,6 ARROW TRL,Gas
    129,    267,      0,       ,230 LOST LAKE DR,Oil
    129,    268,      0,       ,13 LONGFELLOW RD,Oil
    129,    269,      0,       ,17 LONGFELLOW RD,Oil
    129,    270,      0,       ,21 LONGFELLOW RD,Oil
    129,    271,      0,       ,29 LONGFELLOW RD,Oil
    129,    274,      0,       ,22 LONGFELLOW RD,Oil
    129,    278,      0,       ,10 LONGFELLOW RD,Oil
    129,    281,      0,       ,214 LOST LAKE DR,Gas
    129,    282,      0,       ,11 CEDAR RD,Oil
    130,      5,      0,       ,53 PINE TRL,Oil
    130,      7,      0,       ,57 PINE TRL,Oil
    130,     13,      0,       ,474 LOST LAKE DR,Oil
    130,     19,      0,       ,470 LOST LAKE DR,Oil
    130,     22,      0,       ,452 LOST LAKE DR,Oil
    130,     26,      0,       ,400 LOST LAKE DR,Oil
    130,     28,      0,       ,386 LOST LAKE DR,Oil
    130,     31,      0,       ,423 LOST LAKE DR,Oil
    130,     34,      0,       ,431 LOST LAKE DR,Oil
    130,     36,      0,       ,437 LOST LAKE DR,Electric
    130,     37,      0,       ,453 LOST LAKE DR,Oil
    130,     39,      0,       ,475 LOST LAKE DR,Oil
    130,     40,      0,       ,360 WHILEY RD,Electric
    130,     41,      0,       ,358 WHILEY RD,Gas
    130,     45,      0,       ,313 WHILEY RD,Electric
    130,     47,      0,       ,331 WHILEY RD,Gas
    130,     49,      0,       ,16 MOOSE TRL,Oil
    130,     54,      0,       ,15 MOOSE TRL,Coal or Wood
    130,     56,      0,       ,21 MOOSE TRL,Oil
    130,     57,      0,       ,25 MOOSE TRL,Oil
    130,     62,      0,       ,11 JUNIPER PT,Oil
    130,     63,      0,       ,18 JUNIPER PT,Oil
    130,     64,      0,       ,14 JUNIPER PT,Gas
    130,     64,      0,       ,14 JUNIPER PT,Oil
    130,     65,      0,       ,6 ALDER RD,Gas
    130,     66,      0,       ,4 ALDER RD ,Oil
    130,     67,      0,       ,2 ALDER RD,Oil
    130,     69,      0,       ,55 WENUCHAS TRL,Gas
    130,     71,      0,       ,65 RAWDING RD,Electric
    130,     71,      0,       ,65 RAWDING RD,Oil
    130,     71,      0,       ,65 RAWDING RD,Oil
    130,     73,      0,       ,WENUCHAS TRL,Coal or Wood
    130,     74,      0,       ,WENUCHAS TRL,Coal or Wood
    130,     76,      0,       ,80 PINE TRL,Oil
    130,     77,      0,       ,76 PINE TRL,Oil
    130,     79,      0,       ,14 PAUL REVERE RD,Coal or Wood
    130,     83,      0,       ,10 PAUL REVERE RD,Coal or Wood
    130,     85,      0,       ,58 PINE TRL,Oil
    130,     88,      0,       ,52 PINE TRL,Oil
    130,     90,      0,       ,90 BOATHOUSE RD,Gas
    130,     91,      0,       ,99 BOATHOUSE RD,Gas
    130,     92,      0,       ,101 BOATHOUSE RD,Gas
    130,     93,      0,       ,98 BOATHOUSE RD,Gas
    131,      1,      0,       ,79 DUCK POND DR,Oil
    131,      3,      0,       ,151 DUCK POND DR,Oil
    131,      4,      0,       ,1 LITTLE HOLLOW LN,Oil
    131,      5,      0,       ,3 LITTLE HOLLOW LN,Oil
    131,      6,      0,       ,5 LITTLE HOLLOW LN,Oil
    131,      6,      0,       ,5 LITTLE HOLLOW LN,Oil
    131,      7,      0,       ,7 LITTLE HOLLOW LN,Oil
    131,      8,      0,       ,6 LITTLE HOLLOW LN,Oil
    131,      9,      0,       ,4 LITTLE HOLLOW LN,Oil
    131,     10,      0,       ,2 LITTLE HOLLOW LN,Oil
    131,     11,      0,       ,173 DUCK POND DR,Oil
    131,     12,      0,       ,78 DUCK POND DR ,Oil
    131,     15,      0,       ,207 WHILEY RD,Electric
    131,     16,      0,       ,181 WHILEY RD,Coal or Wood
    131,     17,      0,       ,183 WHILEY RD,Coal or Wood
    131,     18,      0,       ,187 WHILEY RD,Oil
    131,     19,      0,       ,205 WHILEY RD,Coal or Wood
    131,     20,      0,       ,209 WHILEY RD,Gas
    131,     21,      0,       ,211 WHILEY RD,Gas
    131,     22,      0,       ,213 WHILEY RD,Oil
    131,     23,      0,       ,215 WHILEY RD,Oil
    131,     24,      0,       ,225 WHILEY RD,Oil
    131,     26,      0,       ,247 WHILEY RD ,Gas
    131,     27,      0,       ,263 WHILEY RD,Oil
    131,     28,      0,       ,267 WHILEY RD ,Electric
    131,     30,      0,       ,SHENANDOAH RD,Gas
    131,     31,      0,       ,47 SHENANDOAH RD ,Gas
    131,     32,      0,       ,7 SHENANDOAH RD,Oil
    131,     33,      0,       ,71 SHENANDOAH RD ,Gas
    131,     33,      0,       ,71 SHENANDOAH RD ,Oil
    131,     33,      0,       ,71 SHENANDOAH RD ,Oil
    131,     35,      0,       ,29 ISLAND RD,Gas
    131,     36,      0,       ,39 ISLAND RD,Oil
    131,     38,      0,       ,49 ISLAND RD,Oil
    131,     39,      0,       ,53 ISLAND RD,Oil
    131,     40,      0,       ,57 ISLAND RD,Oil
    131,     45,      0,       ,14 ISLAND RD,Oil
    131,     46,      0,       ,10 ISLAND RD,Electric
    131,     47,      0,       ,6 ISLAND RD,Oil
    131,     48,      0,       ,2 ISLAND RD,Gas
    131,     51,      0,       ,6 WEYMISSET RD,Coal or Wood
    131,     52,      0,       ,8 WEYMISSET RD,Oil
    131,     53,      0,       ,1 RADIO RD,Coal or Wood
    131,     56,      0,       ,23 RADIO RD ,Gas
    131,     57,      0,       ,12 WEYMISSET RD ,Oil
    131,     63,      0,       ,290 WHILEY RD,Gas
    131,     66,      0,       ,284 WHILEY RD,Gas
    131,     70,      0,       ,270 WHILEY RD,Oil
    131,     71,      0,       ,260 WHILEY RD #A&B,Electric
    131,     72,      0,       ,228 WHILEY RD,Oil
    131,     73,      0,       ,218 WHILEY RD,Oil
    131,     74,      0,       ,212 WHILEY RD,Oil
    132,      1,      0,       ,116 SHELTERS RD ,Oil
    132,      1,      0,       ,116 SHELTERS RD ,Oil
    132,      3,      0,       ,94 SHELTERS RD,Oil
    132,      4,      0,       ,88 SHELTERS RD,Coal or Wood
    132,      5,      0,       ,55 HUBBARD LN,Coal or Wood
    132,      6,      0,       ,85 HUBBARD LN,Gas
    132,      8,      0,       ,28 HUBBARD LN,Oil
    132,      9,      0,       ,18 HUBBARD LN,Oil
    132,     10,      0,       ,74 SHELTERS RD,Oil
    132,     12,      0,       ,35 WHILEY RD ,Oil
    132,     15,      0,       ,63 WHILEY RD ,Oil
    132,     16,      0,       ,125 WHILEY RD,Oil
    132,     17,      0,       ,131 WHILEY RD,Oil
    132,     18,      0,       ,137 WHILEY RD,Gas
    132,     19,      0,       ,151 WHILEY RD #A & B,Oil
    132,     22,      0,       ,176 WHILEY RD,Gas
    132,     23,      0,       ,164 WHILEY RD,Oil
    132,     24,      0,       ,152 WHILEY RD,Oil
    132,     25,      0,       ,132 WHILEY RD ,Oil
    132,     26,      0,       ,118 WHILEY RD,Oil
    132,     27,      0,       ,1 SYLVAN LN,Oil
    132,     28,      0,       ,9 SYLVAN LN,Oil
    132,     29,      0,       ,19 SYLVAN LN,Oil
    132,     30,      0,       ,26 SYLVAN LN,Oil
    132,     31,      0,       ,20 SYLVAN LN,Oil
    132,     32,      0,       ,4 SYLVAN LN,Oil
    132,     33,      0,       ,51 DUCK POND DR,Oil
    132,     34,      0,       ,53 DUCK POND DR,Oil
    132,     35,      0,       ,57 DUCK POND DR,Oil
    132,     36,      0,       ,65 DUCK POND DR,Oil
    132,     38,      0,       ,62 DUCK POND DR,Oil
    132,     39,      0,       ,50 DUCK POND DR,Oil
    132,     40,      0,       ,42 DUCK POND DR,Oil
    132,     41,      0,       ,34 DUCK POND DR,Oil
    132,     43,      0,       ,82 WHILEY RD,Oil
    132,     44,      0,       ,68 WHILEY RD,Oil
    132,     45,      0,       ,3 HIDDEN VALLEY RD,Oil
    132,     46,      0,       ,35 HIDDEN VALLEY RD,Oil
    132,     47,      0,       ,41 HIDDEN VALLEY RD,Oil
    132,     48,      0,       ,59 HIDDEN VALLEY RD,Oil
    132,     49,      0,       ,77 HIDDEN VALLEY RD,Oil
    132,     50,      0,       ,85 HIDDEN VALLEY RD ,Oil
    132,     51,      0,       ,103 HIDDEN VALLEY RD,Oil
    132,     52,      0,       ,113 HIDDEN VALLEY RD,Oil
    132,     53,      0,       ,123 HIDDEN VALLEY RD,Oil
    132,     54,      0,       ,131 HIDDEN VALLEY RD,Oil
    132,     56,      0,       ,116 HIDDEN VALLEY RD,Oil
    132,     57,      0,       ,106 HIDDEN VALLEY RD,Oil
    132,     58,      0,       ,82 HIDDEN VALLEY RD,Oil
    132,     62,      0,       ,74 HIDDEN VALLEY RD,Oil
    132,     63,      0,       ,60 HIDDEN VALLEY RD ,Oil
    132,     64,      0,       ,82 NEW POND RD,Oil
    132,     65,      0,       ,74 NEW POND RD,Oil
    132,     67,      0,       ,38 HIDDEN VALLEY RD,Oil
    132,     68,      0,       ,36 HIDDEN VALLEY RD,Oil
    132,     69,      0,       ,24 HIDDEN VALLEY RD,Gas
    132,     71,      0,       ,4 HIDDEN VALLEY RD,Gas
    133,      2,      0,       ,2 SHELTERS RD,Oil
    133,      6,      0,       ,26 WHILEY RD,Oil
    133,      7,      0,       ,20 WHILEY RD,Oil
    133,      8,      0,       ,18 WHILEY RD,Oil
    133,     10,      0,       ,777 BOSTON RD,Oil
    133,     12,      0,       ,15 FORGE VILLAGE RD,Oil
    133,     13,      0,       ,33 FORGE VILLAGE RD,Oil
    133,     14,      0,       ,43 FORGE VILLAGE RD,Oil
    133,     15,      0,       ,49 FORGE VILLAGE RD,Oil
    133,     16,      0,       ,59 FORGE VILLAGE RD,Oil
    133,     18,      0,       ,65 FORGE VILLAGE RD,Oil
    133,     18,      1,       ,71 FORGE VILLAGE RD,Oil
    133,     19,      0,       ,79 FORGE VILLAGE RD,Oil
    133,     20,      0,       ,5 NEW POND RD,Oil
    133,     21,      0,       ,21 NEW POND RD,Oil
    133,     22,      0,       ,33 NEW POND RD,Oil
    133,     24,      0,       ,62 NEW POND RD,Oil
    133,     27,      0,       ,34 NEW POND RD,Oil
    133,     28,      0,       ,26 NEW POND RD,Oil
    133,     29,      0,       ,18 NEW POND RD,Oil
    133,     30,      0,       ,6 NEW POND RD ,Oil
    133,     31,      0,       ,112 FORGE VILLAGE RD,Oil
    133,     32,      0,       ,15 FLETCHER HILL LN,Oil
    133,     33,      0,       ,37 FLETCHER HILL LN ,Oil
    133,     34,      0,       ,42 FLETCHER HILL LN,Oil
    133,     35,      0,       ,22 FLETCHER HILL LN,Oil
    133,     36,      0,       ,16 FLETCHER HILL LN,Oil
    133,     37,      0,       ,12 FLETCHER HILL LN,Oil
    133,     39,      0,       ,80 FORGE VILLAGE RD ,Gas
    133,     40,      0,       ,68 FORGE VILLAGE RD,Oil
    133,     41,      0,       ,58 FORGE VILLAGE RD,Oil
    133,     42,      0,       ,54 FORGE VILLAGE RD ,Oil
    133,     43,      0,       ,48 FORGE VILLAGE RD,Oil
    133,     44,      0,       ,15 DOROTHY PL ,Electric
    133,     45,      0,       ,26 DOROTHY PL ,Oil
    133,     46,      0,       ,20 DOROTHY PL,Oil
    133,     47,      0,       ,12 DOROTHY PL,Oil
    133,     48,      0,       ,26 FORGE VILLAGE RD,Oil
    133,     50,      0,       ,817 BOSTON RD,Oil
    133,     51,      0,       ,823 BOSTON RD,Oil
    133,     52,      0,       ,839 BOSTON RD,Oil
    133,     53,      0,       ,843 BOSTON RD ,Oil
    134,      1,      0,       ,45 FLETCHER HILL LN,Oil
    134,      2,      0,       ,49 FLETCHER HILL LN,Oil
    134,      3,      0,       ,50 FLETCHER HILL LN,Oil
    134,      4,      0,       ,46 FLETCHER HILL LN,Oil
    134,      5,      0,       ,855 BOSTON RD,Oil
    134,      9,      0,       ,907 BOSTON RD ,Oil
